"county";"party";"density"
Texas;Republican;10.1
Tillman;Democrat;9.2
Tulsa;Republican;1058.1
Wagoner;Republican;130.1
Washington;Republican;122.7
Washita;Democrat;11.6
Woods;Republican;6.9
Woodward;Republican;16.2
Baker;Republican;5.3
Benton;Democrat;126.6
Clackamas;Democrat;201.0
Clatsop;Democrat;44.7
Columbia;Democrat;75.1
Coos;Republican;39.5
Crook;Republican;7.0
Curry;Republican;13.7
Deschutes;Republican;52.3
Douglas;Republican;21.4
Gilliam;Republican;1.6
Grant;Republican;1.6
Harney;Republican;0.7
Hood River;Democrat;42.8
Jackson;Republican;73.0
Jefferson;Republican;12.2
Josephine;Republican;50.4
Klamath;Republican;11.2
Lake;Republican;1.0
Lane;Democrat;77.2
Lincoln;Democrat;47.0
Linn;Republican;50.9
Malheur;Republican;3.2
Marion;Republican;266.7
Morrow;Republican;5.5
Multnomah;Democrat;1704.9
Polk;Republican;101.8
Sherman;Republican;2.1
Tillamook;Democrat;22.9
Umatilla;Republican;23.6
Union;Republican;12.6
Wallowa;Republican;2.2
Wasco;Democrat;10.6
Washington;Democrat;731.4
Wheeler;Republican;0.8
Yamhill;Republican;138.6
Adams;Republican;195.5
Allegheny;Democrat;1675.6
Armstrong;Republican;105.5
Beaver;Democrat;392.3
Bedford;Republican;49.2
Berks;Republican;480.4
Blair;Republican;241.7
Bradford;Republican;54.6
Bucks;Republican;1034.7
Butler;Republican;233.1
Cambria;Republican;208.7
Cameron;Republican;12.8
Carbon;Republican;171.1
Centre;Democrat;138.7
Chester;Republican;664.7
Clarion;Republican;66.6
Clearfield;Republican;71.3
Clinton;Republican;44.2
Columbia;Republican;139.3
Crawford;Republican;87.7
Cumberland;Republican;431.6
Dauphin;Republican;510.6
Delaware;Democrat;3040.5
Elk;Republican;38.6
Erie;Democrat;351.1
Fayette;Democrat;172.8
Forest;Republican;18.1
Franklin;Republican;193.7
Fulton;Republican;33.9
Greene;Republican;67.2
Huntingdon;Republican;52.5
Indiana;Republican;107.5
Jefferson;Republican;69.3
Juniata;Republican;63.0
Lackawanna;Democrat;467.1
Lancaster;Republican;550.4
Lawrence;Republican;254.4
Lebanon;Republican;369.1
Lehigh;Republican;1012.5
Luzerne;Republican;360.4
Lycoming;Republican;94.5
McKean;Republican;44.4
Mercer;Republican;173.4
Mifflin;Republican;113.6
Monroe;Republican;279.2
Montgomery;Democrat;1655.9
Montour;Republican;140.3
Northampton;Republican;805.4
Northumberland;Republican;206.2
Perry;Republican;83.4
Philadelphia;Democrat;11379.5
Pike;Republican;105.3
Potter;Republican;16.1
Schuylkill;Republican;190.4
Snyder;Republican;120.8
Somerset;Republican;72.4
Sullivan;Republican;14.3
Susquehanna;Republican;52.7
Tioga;Republican;37.0
Union;Republican;142.2
Venango;Republican;81.5
Warren;Republican;47.3
Washington;Republican;242.5
Wayne;Republican;72.8
Westmoreland;Republican;355.4
Wyoming;Republican;71.2
York;Republican;481.1
Abbeville;Democrat;51.8
Aiken;Republican;149.5
Allendale;Democrat;25.5
Anderson;Republican;261.6
Bamberg;Democrat;40.6
Barnwell;Democrat;41.2
Beaufort;Democrat;281.5
Berkeley;Democrat;161.8
Calhoun;Democrat;39.8
Charleston;Democrat;382.3
Cherokee;Republican;140.9
Chester;Democrat;57.1
Chesterfield;Democrat;58.5
Clarendon;Democrat;57.6
Colleton;Democrat;36.8
Darlington;Democrat;122.4
Dillon;Democrat;79.2
Dorchester;Republican;238.2
Edgefield;Democrat;53.9
Fairfield;Democrat;34.9
Florence;Democrat;171.1
Georgetown;Democrat;73.9
Greenville;Republican;574.7
Greenwood;Democrat;153.2
Hampton;Democrat;37.7
Horry;Republican;237.5
Jasper;Democrat;37.8
Kershaw;Democrat;84.9
Lancaster;Republican;139.6
Laurens;Republican;93.2
Lee;Democrat;46.9
Lexington;Republican;375.4
McCormick;Democrat;28.5
Marion;Democrat;67.6
Marlboro;Democrat;60.3
Newberry;Democrat;59.5
Oconee;Republican;118.6
Orangeburg;Democrat;83.6
Pickens;Republican;240.2
Richland;Democrat;507.9
Saluda;Republican;43.9
Spartanburg;Republican;351.9
Sumter;Democrat;161.6
Union;Democrat;56.3
Williamsburg;Democrat;36.8
York;Republican;332.2
Aurora;Democrat;3.8
Beadle;Democrat;13.8
Bennett;Republican;2.9
Bon Homme;Republican;12.5
Brookings;Democrat;40.3
Brown;Republican;21.3
Brule;Republican;6.4
Buffalo;Democrat;4.1
Butte;Republican;4.5
Campbell;Republican;2.0
Charles Mix;Republican;8.3
Clark;Republican;3.9
Clay;Democrat;33.6
Codington;Republican;39.5
Corson;Democrat;1.6
Custer;Republican;5.3
Davison;Republican;44.8
Day;Democrat;5.6
Deuel;Democrat;7.0
Dewey;Democrat;2.3
Douglas;Republican;7.0
Edmunds;Republican;3.6
Fall River;Republican;4.1
Faulk;Republican;2.4
Grant;Republican;10.8
Gregory;Republican;4.2
Haakon;Republican;1.1
Hamlin;Republican;11.6
Hand;Republican;2.4
Hanson;Republican;7.7
Harding;Republican;0.5
Hughes;Republican;23.0
Hutchinson;Republican;9.0
Hyde;Republican;1.7
Jackson;Republican;1.6
Jerauld;Democrat;3.9
Jones;Republican;1.0
Kingsbury;Republican;6.2
Lake;Republican;19.9
Lawrence;Republican;30.1
Lincoln;Republican;77.7
Lyman;Republican;2.3
McCook;Republican;9.8
McPherson;Republican;2.2
Marshall;Democrat;5.6
Meade;Republican;7.3
Mellette;Republican;1.6
Miner;Democrat;4.2
Minnehaha;Democrat;210.0
Moody;Democrat;12.5
Pennington;Republican;36.4
Perkins;Republican;1.0
Potter;Republican;2.7
Roberts;Democrat;9.2
Sanborn;Republican;4.1
Oglala Lakota;Democrat;6.5
Spink;Republican;4.3
Stanley;Republican;2.1
Sully;Republican;1.4
Todd;Democrat;6.9
Tripp;Republican;3.5
Turner;Republican;13.5
Union;Republican;31.3
Walworth;Republican;7.7
Yankton;Democrat;43.1
Ziebach;Democrat;1.4
Anderson;Republican;222.8
Bedford;Republican;95.1
Benton;Republican;41.8
Bledsoe;Republican;31.7
Blount;Republican;220.2
Bradley;Republican;301.0
Campbell;Republican;84.8
Cannon;Republican;52.0
Carroll;Republican;47.6
Carter;Republican;168.3
Cheatham;Republican;129.3
Chester;Republican;60.0
Claiborne;Republican;74.1
Clay;Republican;33.2
Cocke;Republican;82.1
Coffee;Republican;123.1
Crockett;Republican;54.9
Cumberland;Republican;82.3
Davidson;Democrat;1243.3
Decatur;Republican;35.2
DeKalb;Republican;61.5
Dickson;Republican;101.4
Dyer;Republican;74.8
Fayette;Republican;54.5
Fentress;Republican;36.0
Franklin;Republican;74.0
Gibson;Republican;82.4
Giles;Republican;48.3
Grainger;Republican;80.7
Greene;Republican;110.6
Grundy;Republican;38.0
Hamblen;Republican;388.0
Hamilton;Republican;620.3
Hancock;Republican;30.7
Hardeman;Democrat;40.8
Hardin;Republican;45.1
Hawkins;Republican;116.7
Haywood;Democrat;35.2
Henderson;Republican;53.4
Henry;Republican;57.5
Hickman;Republican;40.3
Houston;Republican;42.1
Humphreys;Republican;34.9
Jackson;Republican;37.7
Jefferson;Republican;187.6
Johnson;Republican;61.1
Knox;Republican;850.5
Lake;Republican;47.2
Lauderdale;Republican;58.9
Lawrence;Republican;67.8
Lewis;Republican;43.1
Lincoln;Republican;58.5
Loudon;Republican;211.8
McMinn;Republican;121.5
McNairy;Republican;46.3
Macon;Republican;72.4
Madison;Democrat;176.4
Marion;Republican;56.7
Marshall;Republican;81.5
Maury;Republican;132.0
Meigs;Republican;60.2
Monroe;Republican;70.0
Montgomery;Republican;319.6
Moore;Republican;49.2
Morgan;Republican;42.1
Obion;Republican;58.4
Overton;Republican;50.9
Perry;Republican;19.1
Pickett;Republican;31.2
Polk;Republican;38.7
Putnam;Republican;180.3
Rhea;Republican;100.9
Roane;Republican;150.2
Robertson;Republican;139.2
Rutherford;Republican;424.0
Scott;Republican;41.8
Sequatchie;Republican;53.1
Sevier;Republican;151.7
Shelby;Democrat;1215.5
Smith;Republican;61.0
Stewart;Republican;29.0
Sullivan;Republican;379.4
Sumner;Republican;303.4
Tipton;Republican;133.3
Trousdale;Republican;68.9
Unicoi;Republican;98.4
Union;Republican;85.5
Van Buren;Republican;20.3
Warren;Republican;92.1
Washington;Republican;376.7
Wayne;Republican;23.2
Weakley;Republican;60.3
White;Republican;68.6
Williamson;Republican;314.4
Wilson;Republican;199.7
Anderson;Republican;55.0
Andrews;Republican;9.9
Angelina;Republican;108.8
Aransas;Republican;91.9
Archer;Republican;10.0
Armstrong;Republican;2.1
Atascosa;Republican;36.8
Austin;Republican;44.0
Bailey;Republican;8.7
Bandera;Republican;25.9
Bastrop;Republican;83.5
Baylor;Republican;4.3
Bee;Republican;36.2
Bell;Republican;295.2
Bexar;Democrat;1383.1
Blanco;Republican;14.8
Borden;Republican;0.7
Bosque;Republican;18.5
Bowie;Republican;104.6
Brazoria;Republican;230.7
Brazos;Republican;332.8
Brewster;Democrat;1.5
Briscoe;Republican;1.8
Brooks;Democrat;7.7
Brown;Republican;40.3
Burleson;Republican;26.1
Burnet;Republican;43.0
Caldwell;Republican;69.8
Calhoun;Republican;42.2
Callahan;Republican;15.1
Cameron;Democrat;456.0
Camp;Republican;63.3
Carson;Republican;6.7
Cass;Republican;32.5
Castro;Republican;9.0
Chambers;Republican;58.8
Cherokee;Republican;48.3
Childress;Republican;10.1
Clay;Republican;9.9
Cochran;Republican;4.0
Coke;Republican;3.6
Coleman;Republican;7.0
Collin;Republican;930.0
Collingsworth;Republican;3.3
Colorado;Republican;21.7
Comal;Republican;193.9
Comanche;Republican;14.9
Concho;Republican;4.2
Cooke;Republican;43.9
Coryell;Republican;71.7
Cottle;Republican;1.7
Crane;Republican;5.6
Crockett;Democrat;1.3
Crosby;Republican;6.7
Culberson;Democrat;0.6
Dallam;Republican;4.5
Dallas;Democrat;2718.0
Dawson;Republican;15.4
Deaf Smith;Republican;12.9
Delta;Republican;20.4
Denton;Republican;754.3
De Witt;Republican;22.1
Dickens;Republican;2.7
Dimmit;Democrat;7.5
Donley;Republican;4.0
Duval;Democrat;6.6
Eastland;Republican;20.1
Ector;Republican;152.8
Edwards;Republican;0.9
Ellis;Republican;159.9
El Paso;Democrat;790.6
Erath;Republican;35.0
Falls;Republican;23.3
Fannin;Republican;38.1
Fayette;Republican;25.8
Fisher;Republican;4.4
Floyd;Republican;6.5
Foard;Democrat;1.9
Fort Bend;Republican;679.5
Franklin;Republican;37.3
Freestone;Republican;22.6
Frio;Democrat;15.2
Gaines;Republican;11.7
Galveston;Republican;769.9
Garza;Republican;7.2
Gillespie;Republican;23.5
Glasscock;Republican;1.4
Goliad;Republican;8.5
Gonzales;Republican;18.6
Gray;Republican;24.3
Grayson;Republican;129.6
Gregg;Republican;445.4
Grimes;Republican;33.8
Guadalupe;Republican;184.9
Hale;Republican;36.1
Hall;Republican;3.8
Hamilton;Republican;10.2
Hansford;Republican;6.1
Hardeman;Republican;6.0
Hardin;Republican;61.3
Harris;Democrat;2402.4
Harrison;Republican;72.9
Hartley;Republican;4.1
Haskell;Republican;6.5
Hays;Republican;231.7
Hemphill;Republican;4.2
Henderson;Republican;89.9
Hidalgo;Democrat;493.2
Hill;Republican;36.6
Hockley;Republican;25.2
Hood;Republican;121.7
Hopkins;Republican;45.8
Houston;Republican;19.3
Howard;Republican;38.9
Hudspeth;Democrat;0.8
Hunt;Republican;102.5
Hutchinson;Republican;25.0
Irion;Republican;1.5
Jack;Republican;9.9
Jackson;Republican;17.0
Jasper;Republican;38.0
Jeff Davis;Republican;1.0
Jefferson;Democrat;287.9
Jim Hogg;Democrat;4.7
Jim Wells;Democrat;47.2
Johnson;Republican;208.3
Jones;Republican;21.8
Karnes;Democrat;19.8
Kaufman;Republican;132.4
Kendall;Republican;50.4
Kenedy;Democrat;0.3
Kent;Republican;0.9
Kerr;Republican;45.0
Kimble;Republican;3.7
King;Republican;0.3
Kinney;Democrat;2.6
Kleberg;Democrat;36.4
Knox;Republican;4.4
Lamar;Republican;54.9
Lamb;Republican;13.8
Lampasas;Republican;27.6
La Salle;Democrat;4.6
La Vaca;Republican;19.9
Lee;Republican;26.4
Leon;Republican;15.7
Liberty;Republican;65.3
Limestone;Republican;25.8
Lipscomb;Republican;3.5
Live Oak;Republican;11.1
Llano;Republican;20.7
Loving;Republican;0.1
Lubbock;Republican;311.3
Lynn;Republican;6.6
McCulloch;Republican;7.8
McLennan;Republican;226.5
McMullen;Republican;0.6
Madison;Republican;29.3
Marion;Republican;27.7
Martin;Republican;5.2
Mason;Republican;4.3
Matagorda;Republican;33.4
Maverick;Democrat;42.4
Medina;Republican;34.7
Menard;Republican;2.5
Midland;Republican;152.0
Milam;Republican;24.3
Mills;Republican;6.6
Mitchell;Republican;10.3
Montague;Republican;21.2
Montgomery;Republican;437.5
Moore;Republican;24.3
Morris;Republican;51.3
Motley;Republican;1.2
Nacogdoches;Republican;68.2
Navarro;Republican;47.3
Newton;Republican;15.5
Nolan;Republican;16.7
Nueces;Democrat;405.8
Ochiltree;Republican;11.1
Oldham;Republican;1.4
Orange;Republican;245.3
Palo Pinto;Republican;29.5
Panola;Republican;29.7
Parker;Republican;129.4
Parmer;Republican;11.7
Pecos;Democrat;3.3
Polk;Republican;43.0
Potter;Republican;133.3
Presidio;Democrat;2.0
Rains;Republican;47.6
Randall;Republican;132.4
Reagan;Republican;2.9
Real;Republican;4.7
Red River;Republican;12.4
Reeves;Democrat;5.2
Refugio;Democrat;9.6
Roberts;Republican;1.0
Robertson;Republican;19.4
Rockwall;Republican;616.7
Runnels;Republican;10.0
Rusk;Republican;57.7
Sabine;Republican;22.0
San Augustine;Republican;16.7
San Jacinto;Republican;46.3
San Patricio;Republican;93.5
San Saba;Republican;5.4
Schleicher;Republican;2.6
Scurry;Republican;18.7
Shackelford;Republican;3.7
Shelby;Republican;32.0
Sherman;Republican;3.3
Smith;Republican;227.6
Somervell;Republican;45.5
Starr;Democrat;49.8
Stephens;Republican;10.7
Sterling;Republican;1.2
Stonewall;Republican;1.6
Sutton;Republican;2.8
Swisher;Republican;8.8
Tarrant;Republican;2094.7
Taylor;Republican;143.6
Terrell;Democrat;0.4
Terry;Republican;14.2
Throckmorton;Republican;1.8
Titus;Republican;79.6
Tom Green;Republican;72.4
Travis;Democrat;1034.4
Trinity;Republican;21.0
Tyler;Republican;23.5
Upshur;Republican;67.4
Upton;Republican;2.7
Uvalde;Democrat;17.0
Val Verde;Democrat;15.5
Van Zandt;Republican;62.4
Victoria;Republican;98.4
Walker;Republican;86.5
Waller;Republican;84.1
Ward;Republican;12.8
Washington;Republican;55.8
Webb;Democrat;74.5
Wharton;Republican;38.0
Wheeler;Republican;5.9
Wichita;Republican;209.5
Wilbarger;Republican;13.9
Willacy;Democrat;37.5
Williamson;Republican;378.0
Wilson;Republican;53.4
Winkler;Republican;8.5
Wise;Republican;65.4
Wood;Republican;65.0
Yoakum;Republican;9.9
Young;Republican;20.3
Zapata;Democrat;14.0
Zavala;Democrat;9.0
Beaver;Republican;2.6
Box Elder;Republican;8.7
Cache;Republican;96.7
Carbon;Republican;14.5
Daggett;Republican;1.5
Davis;Republican;1025.8
Duchesne;Republican;5.7
Emery;Republican;2.5
Garfield;Republican;1.0
Grand;Democrat;2.5
Iron;Republican;14.0
Juab;Republican;3.0
Kane;Republican;1.8
Millard;Republican;1.9
Morgan;Republican;15.5
Piute;Republican;2.1
Rich;Republican;2.2
Salt Lake;Democrat;1387.1
San Juan;Republican;1.9
Sanpete;Republican;17.5
Sevier;Republican;10.9
Summit;Democrat;19.4
Tooele;Republican;8.4
Uintah;Republican;7.3
Utah;Republican;257.8
Wasatch;Republican;20.0
Washington;Republican;56.9
Wayne;Republican;1.1
Weber;Republican;401.4
Accomack;Republican;73.8
Albemarle;Democrat;137.3
Alleghany;Republican;36.5
Amelia;Republican;35.7
Amherst;Republican;68.3
Appomattox;Republican;44.9
Arlington;Democrat;7993.6
Augusta;Republican;76.3
Bath;Republican;8.9
Bedford;Republican;91.2
Bland;Republican;19.1
Botetourt;Republican;61.2
Brunswick;Democrat;30.8
Buchanan;Republican;47.9
Buckingham;Republican;29.6
Campbell;Republican;108.8
Caroline;Democrat;54.1
Carroll;Republican;63.3
Charles City;Democrat;39.7
Charlotte;Republican;26.5
Chesterfield;Democrat;747.1
Clarke;Republican;79.7
Craig;Republican;15.7
Culpeper;Republican;123.1
Cumberland;Republican;33.8
Dickenson;Republican;48.1
Dinwiddie;Democrat;55.6
Essex;Democrat;43.4
Fairfax;Democrat;2766.8
Fauquier;Republican;100.7
Floyd;Republican;40.2
Fluvanna;Democrat;89.8
Franklin;Republican;81.3
Frederick;Republican;189.4
Giles;Republican;48.6
Gloucester;Republican;169.2
Goochland;Republican;77.2
Grayson;Republican;35.1
Greene;Republican;117.8
Greensville;Democrat;41.5
Halifax;Republican;44.3
Hanover;Republican;213.1
Henrico;Democrat;1313.4
Henry;Republican;141.6
Highland;Republican;5.6
Isle of Wight;Republican;111.8
James City;Republican;470.4
King and Queen;Democrat;22.0
King George;Republican;131.3
King William;Republican;58.2
Lancaster;Republican;85.5
Lee;Republican;58.8
Loudoun;Democrat;605.8
Louisa;Republican;66.8
Lunenburg;Democrat;29.9
Madison;Republican;41.5
Mathews;Republican;104.5
Mecklenburg;Democrat;52.3
Middlesex;Republican;84.1
Montgomery;Democrat;243.9
Nelson;Democrat;31.9
New Kent;Republican;87.9
Northampton;Democrat;58.5
Northumberland;Republican;64.5
Nottoway;Democrat;50.4
Orange;Republican;98.2
Page;Republican;77.3
Patrick;Republican;38.3
Pittsylvania;Republican;65.5
Powhatan;Republican;107.8
Prince Edward;Democrat;66.8
Prince George;Democrat;134.7
Prince William;Democrat;1195.0
Pulaski;Republican;109.0
Rappahannock;Republican;27.7
Richmond;Democrat;48.3
Roanoke;Republican;368.7
Rockbridge;Republican;37.3
Rockingham;Republican;89.9
Russell;Republican;61.0
Scott;Republican;43.3
Shenandoah;Republican;82.5
Smyth;Republican;71.4
Southampton;Democrat;31.0
Spotsylvania;Republican;304.9
Stafford;Republican;479.5
Surry;Democrat;25.3
Sussex;Democrat;24.7
Tazewell;Republican;86.9
Warren;Republican;176.0
Washington;Republican;97.8
Westmoreland;Republican;76.1
Wise;Republican;102.8
Wythe;Republican;63.3
York;Republican;624.8
Alexandria;Democrat;9314.3
Bristol;Republican;1370.6
Buena Vista;Republican;991.9
Charlottesville;Democrat;4246.4
Chesapeake;Democrat;652.0
Colonial Heights;Republican;2315.3
Covington;Democrat;1090.2
Danville;Democrat;1002.8
Emporia;Democrat;859.7
Fairfax City;Democrat;3616.8
Falls Church;Democrat;6169.1
Franklin City;Democrat;1045.8
Fredericksburg;Democrat;2326.2
Galax;Republican;854.6
Hampton;Democrat;2673.2
Harrisonburg;Democrat;2808.2
Hopewell;Democrat;2198.0
Lexington;Democrat;2820.2
Lynchburg;Republican;1538.2
Manassas;Democrat;3827.6
Manassas Park;Democrat;5632.6
Martinsville;Democrat;1261.5
Newport News;Democrat;2630.0
Norfolk;Democrat;4486.4
Norton;Republican;529.1
Petersburg;Democrat;1413.7
Poquoson;Republican;793.2
Portsmouth;Democrat;2838.8
Radford;Democrat;1662.1
Richmond City;Democrat;3414.7
Roanoke City;Democrat;2279.8
Salem;Republican;1717.9
Staunton;Democrat;1188.8
Suffolk;Democrat;211.4
Virginia Beach;Democrat;1758.9
Waynesboro;Republican;1396.8
Williamsburg;Democrat;1559.3
Winchester;Democrat;2838.0
Adams;Republican;9.7
Asotin;Republican;34.0
Benton;Republican;103.0
Chelan;Republican;24.8
Clallam;Republican;41.1
Clark;Republican;676.2
Columbia;Republican;4.7
Cowlitz;Republican;89.8
Douglas;Republican;21.1
Ferry;Republican;3.4
Franklin;Republican;62.9
Garfield;Republican;3.2
Grant;Republican;33.3
Grays Harbor;Republican;38.3
Island;Republican;376.6
Jefferson;Republican;16.6
King;Republican;912.9
Kitsap;Republican;635.9
Kittitas;Republican;17.8
Klickitat;Republican;10.9
Lewis;Republican;31.4
Lincoln;Republican;4.6
Mason;Republican;63.3
Okanogan;Republican;7.8
Pacific;Republican;22.4
Pend Oreille;Republican;9.3
Pierce;Republican;476.3
San Juan;Republican;90.7
Skagit;Republican;67.5
Skamania;Republican;6.7
Snohomish;Republican;341.8
Spokane;Republican;267.2
Stevens;Republican;17.6
Thurston;Republican;349.4
Wahkiakum;Republican;15.1
Walla Walla;Republican;46.3
Whatcom;Republican;95.5
Whitman;Republican;20.7
Yakima;Republican;56.6
Barbour;Republican;48.6
Berkeley;Republican;324.4
Boone;Democrat;49.1
Braxton;Democrat;28.4
Brooke;Democrat;269.8
Cabell;Republican;342.8
Calhoun;Democrat;27.3
Clay;Democrat;27.5
Doddridge;Republican;25.7
Fayette;Democrat;69.6
Gilmer;Democrat;25.7
Grant;Republican;25.0
Greenbrier;Republican;34.8
Hampshire;Republican;37.4
Hancock;Republican;371.3
Hardy;Republican;24.1
Harrison;Republican;166.1
Jackson;Republican;62.9
Jefferson;Republican;255.2
Kanawha;Republican;214.1
Lewis;Republican;42.5
Lincoln;Democrat;49.7
Logan;Democrat;81.0
McDowell;Democrat;41.5
Marion;Democrat;182.7
Marshall;Republican;108.4
Mason;Republican;63.4
Mercer;Republican;148.6
Mineral;Republican;86.1
Mingo;Democrat;63.4
Monongalia;Democrat;267.1
Monroe;Republican;28.6
Morgan;Republican;76.6
Nicholas;Republican;40.6
Ohio;Republican;420.0
Pendleton;Republican;11.1
Pleasants;Republican;58.5
Pocahontas;Republican;9.3
Preston;Republican;51.7
Putnam;Republican;160.5
Raleigh;Republican;130.3
Randolph;Democrat;28.3
Ritchie;Republican;23.1
Roane;Republican;30.9
Summers;Democrat;38.6
Taylor;Republican;97.8
Tucker;Republican;17.0
Tyler;Republican;35.9
Upshur;Republican;68.4
Wayne;Democrat;84.0
Webster;Democrat;16.5
Wetzel;Democrat;46.3
Wirt;Republican;24.6
Wood;Republican;237.4
Wyoming;Republican;47.6
Adams;Republican;32.3
Ashland;Democrat;15.5
Barron;Republican;53.2
Bayfield;Democrat;10.2
Brown;Republican;468.2
Buffalo;Republican;20.2
Burnett;Republican;18.8
Calumet;Republican;153.9
Chippewa;Republican;61.9
Clark;Republican;28.7
Columbia;Democrat;74.2
Crawford;Democrat;29.2
Dane;Democrat;407.7
Dodge;Republican;101.4
Door;Democrat;57.6
Douglas;Democrat;33.9
Dunn;Democrat;51.6
Eau Claire;Democrat;154.8
Florence;Republican;9.1
Fond du Lac;Republican;141.2
Forest;Republican;9.2
Grant;Democrat;44.7
Green;Democrat;63.1
Green Lake;Republican;54.5
Iowa;Democrat;31.1
Iron;Republican;7.8
Jackson;Democrat;20.7
Jefferson;Republican;150.4
Juneau;Republican;34.8
Kenosha;Democrat;611.9
Kewaunee;Republican;60.1
La Crosse;Democrat;253.8
Lafayette;Democrat;26.6
Langlade;Republican;22.9
Lincoln;Republican;32.7
Manitowoc;Republican;138.3
Marathon;Republican;86.8
Marinette;Republican;29.8
Marquette;Republican;33.8
Menominee;Democrat;11.8
Milwaukee;Democrat;3926.0
Monroe;Republican;49.6
Oconto;Republican;37.7
Oneida;Republican;32.3
Outagamie;Republican;277.2
Ozaukee;Republican;370.7
Pepin;Republican;32.2
Pierce;Democrat;71.5
Polk;Republican;48.4
Portage;Democrat;87.4
Price;Republican;11.3
Racine;Republican;587.7
Richland;Democrat;30.7
Rock;Democrat;223.3
Rusk;Republican;16.2
St. Croix;Republican;116.8
Sauk;Democrat;74.6
Sawyer;Republican;13.2
Shawano;Republican;47.0
Sheboygan;Republican;225.9
Taylor;Republican;21.2
Trempealeau;Democrat;39.3
Vernon;Democrat;37.6
Vilas;Republican;25.0
Walworth;Republican;184.2
Washburn;Republican;20.0
Washington;Republican;306.2
Waukesha;Republican;709.4
Waupaca;Republican;70.1
Waushara;Republican;39.1
Winnebago;Democrat;384.3
Wood;Republican;94.2
Albany;Democrat;8.5
Big Horn;Democrat;3.7
Big Horn;Democrat;3.7
Campbell;Democrat;9.6
Carbon;Democrat;2.0
Converse;Democrat;3.3
Crook;Democrat;2.5
Crook;Democrat;2.5
Fremont;Democrat;4.4
Fremont;Democrat;4.4
Goshen;Democrat;6.0
Hot Springs;Democrat;2.4
Hot Springs;Democrat;2.4
Johnson;Democrat;2.1
Johnson;Democrat;2.1
Laramie;Democrat;34.2
Lincoln;Democrat;4.4
Lincoln;Democrat;4.4
Natrona;Democrat;14.1
Niobrara;Democrat;0.9
Park;Democrat;4.1
Platte;Democrat;4.2
Sheridan;Democrat;11.5
Sheridan;Democrat;11.5
Sublette;Democrat;2.1
Sweetwater;Democrat;4.2
Teton;Democrat;5.3
Uinta;Democrat;10.1
Washakie;Democrat;3.8
Weston;Democrat;3.0
Weston;Democrat;3.0